"Data Source","World Development Indicators",

"Last Updated Date","2022-07-20",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Aruba","ABW","General government final consumption expenditure (% of GDP)","NE.CON.GOVT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.9661590524535","20.1619433198381","23.5959153902261","21.9724924521972","21.8547341115435","21.413659409484","24.8306332842415","24.8861047835991","24.4329051653457","22.8939544103072","22.8456439393939","22.3252657769735","21.4062174003755","21.2418942817842","24.8304528549552","26.4571948998178","25.1164760694621","26.1696218756676","26.192914192095","24.8198558847078","23.2466063348416","23.4787492978843","23.0171635049684","23.5519888346127","21.9071729957806","28.373237860819","",
"Africa Eastern and Southern","AFE","General government final consumption expenditure (% of GDP)","NE.CON.GOVT.ZS","6.78245511863104","7.32993070991053","7.75674375461522","6.98081525642203","8.78274448444741","8.64406069245372","8.78802898336669","9.21562512350427","9.38199065606376","9.29789065387472","9.68476037454311","10.2318877121199","9.80706970437895","9.2524613000127","9.37940693256197","10.3517901358666","10.8133351384526","10.595771328117","11.2658613105768","11.9792915149423","12.6352788249244","12.9105362041688","13.2254455880841","13.1514050144431","14.2630829587405","13.9527252011753","14.5855335383169","15.5634928355257","14.7504078091664","14.0489711432923","14.4803348688479","14.8188500474512","16.906309173418","16.7559346771868","17.4032771025925","16.0358193892575","16.4681516904898","16.4491568155926","16.3421291100407","16.2953923856728","15.2487170886482","15.4810181518114","15.2176040268316","16.0285009364734","15.9543797706053","15.2436523319091","14.5174361478656","14.568849738988","14.8334833831886","15.3108121848762","15.5096842302078","16.0612625679449","16.3494384286876","16.7723113463141","16.5621338946298","16.5696292433211","16.6224195457448","16.1889627906746","15.5726078418799","15.3260688582755","15.6038432233103","14.6362459269769",
"Afghanistan","AFG","General government final consumption expenditure (% of GDP)","NE.CON.GOVT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Africa Western and Central","AFW","General government final consumption expenditure (% of GDP)","NE.CON.GOVT.ZS","","","","","","","","","","","","","","","","","","","","","","4.07044105433823","4.42996575501388","5.14214740049891","5.64447047250803","5.69193957319477","7.7548487415511","8.17794029088725","8.1377442024088","8.26580862062686","8.33768769788676","8.60053707599391","9.19891687256859","10.6022363232802","7.96277692247029","6.99069654670626","6.35553705020396","6.07206898278415","6.61008616586528","6.10580774055584","5.92886099518056","6.08789946423546","5.48838062707178","5.53278147777223","7.440416873966","7.00789804409337","7.12351842565944","10.1011329061011","9.97884553326058","9.84611606798947","9.8057493581589","10.2773715101806","9.86725229129703","9.11290572249364","8.609396872158","8.26656357331684","8.25294428927793","7.79318124098989","8.42436174818998","8.25264051446944","10.5051738768441","8.33946121892036",
"Angola","AGO","General government final consumption expenditure (% of GDP)","NE.CON.GOVT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.1546327243358","19.1305785372378","21.8542597859949","14.3120629446155","16.0290371753303","15.3417224061598","15.5369347037304","16.8146115372764","19.8985860825078","17.0423458554536","18.2358592210108","17.8426333032037","21.6219487315047","17.9756586545567","16.4328328348133","13.8806850814508","12.9358193168237","10.4745435629873","8.59885628389892","8.19913809765902","7.37556434947868",
"Albania","ALB","General government final consumption expenditure (% of GDP)","NE.CON.GOVT.ZS","","","","","","","","","","","","","","","","","","","","","9.3116515041052","8.84353390708875","8.89861279321276","9.09399523742266","9.75153050082957","9.63955140756505","9.61342983715576","9.99617333989332","9.80506206927652","9.13190329724955","19.1885468896252","22.8753325986112","21.4082882933696","14.6384098004022","14.6234019156112","13.8271152568861","9.45360226582805","10.4480085958156","10.8444061031888","11.0555755938989","9.69245349651536","10.625955499078","11.3351367908612","11.0984229894148","11.2058669623781","11.031267292825","10.5272906437808","10.4774392871051","10.3789563199331","11.109434443885","11.1573603733327","10.9741654774939","10.844815956651","11.0254938139466","11.4518682295269","11.1106353102927","11.2693152160404","11.498400987976","11.2865596118116","11.3469839128285","11.8726779650924","11.7554024272483",
"Andorra","AND","General government final consumption expenditure (% of GDP)","NE.CON.GOVT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Arab World","ARB","General government final consumption expenditure (% of GDP)","NE.CON.GOVT.ZS","","","","","","","","","18.3308551069571","18.818023116503","18.3985511226705","18.3589378057906","18.4456062459732","18.1036742761484","13.2201906605508","16.9167511497894","17.8489411642653","17.7486614221655","20.6090760434748","18.6763207891624","16.144122378307","19.4220687513354","23.3098123742287","25.4528724528135","24.3542693973853","24.3239056719649","26.2832436094859","25.209197214649","24.3843633980003","23.7634337557635","17.7435180931531","22.6881981722894","22.3811710733153","19.8371101636631","18.6203245406814","17.8041005693587","17.5865772522764","18.0575083144546","18.9191830576329","17.2915576513349","16.8506604598897","17.6290701630145","17.6245769404583","16.8957296784561","16.7645210152461","15.4027985064249","14.6117481616976","14.3865692137375","13.2663079555461","16.2187553865711","15.5630771162299","16.233551381804","16.1909613567804","17.4697287129737","18.8693503491112","20.9558121690214","19.9122743938947","19.2235823114069","18.5455059336321","18.9494596624788","21.906164139438","18.3106364548781",
"United Arab Emirates","ARE","General government final consumption expenditure (% of GDP)","NE.CON.GOVT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.91402351533425","10.146486288123","9.75023354253255","8.74669751420651","7.87259315554192","6.91782205479066","6.73299787689361","7.2968356174588","10.2341429132446","10.0310678145372","9.95331402882505","9.73043820229897","10.9844286676294","10.9318614571551","12.4285822082192","12.5265074263446","13.2119351824425","11.8192185424049","12.2778828012393","14.0717830187279","",
"Argentina","ARG","General government final consumption expenditure (% of GDP)","NE.CON.GOVT.ZS","9.88044509530908","7.78963204837659","12.1923745358944","10.2521949604089","7.22902581011462","8.08948631231509","10.8043385562514","9.73927816591007","9.82935062850281","9.50117537000899","9.74254326207249","10.1462160701724","9.35169696056921","11.5393235681285","13.1532327349798","12.5891776401773","9.42009472768441","9.01540997692432","11.1661116654098","11.0078459559273","","","","","","","","4.7144944990421","4.32191028434568","4.49439596541391","3.13542839161188","3.32176128752774","2.97553802761558","13.5103784728742","13.1869043660659","13.3494556774505","12.5016776609201","12.0620142457633","12.4947749986829","13.7232114149469","13.7841913064131","14.1562743129569","12.235247296692","11.4380567929249","11.114636067696","12.1418612359575","12.4294153726307","12.9893238963619","13.6335132595631","15.903896746884","15.1637178886417","15.6889565165983","16.6454378106252","16.8062377968797","16.9498757371062","18.098379759087","17.6545781863509","17.6968939223042","15.8050971558947","15.2094887555093","15.5314105488087","14.5455351612635",
