"Data Source","World Development Indicators",

"Last Updated Date","2022-07-20",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Aruba","ABW","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Africa Eastern and Southern","AFE","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66.7529047546526","66.6964032496416","66.6549215430238","66.6252679394721","66.6520636508136","66.6870950121603","66.6892760359071","66.7539860043944","66.7992289703529","66.8856492557659","66.9367636060801","66.855471759829","67.0629125437295","67.4619238122059","67.6590630901855","67.6440543006472","67.6597791246203","67.8347719066539","67.4231792875807","66.6586622410769","66.5655179726343","66.5795645421644","66.700685056236","66.6971208544452","66.7574736715173","66.6903988293909","66.6657748561751","66.6084590842245","66.4646240380841","64.1872026047017","64.4306045110608",
"Afghanistan","AFG","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41.867000579834","41.7890014648438","41.814998626709","41.7789993286133","41.5320014953613","41.5789985656738","41.6240005493164","41.5979995727539","41.5989990234375","41.6180000305176","41.6969985961914","41.5779991149902","41.7200012207031","41.8699989318848","41.8279991149902","41.7799987792969","41.5880012512207","41.6059989929199","41.4519996643066","41.4140014648438","41.6500015258789","41.6339988708496","41.765998840332","41.8520011901855","41.9210014343262","41.9690017700195","42.0209999084473","42.0929985046387","42.1189994812012","36.7109985351563","35.8930015563965",
"Africa Western and Central","AFW","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63.3057054205267","63.169191859761","63.0866325160729","62.9967691513497","62.9043156413102","62.8106698453984","62.7102707838915","62.5865956368412","62.3413797894355","62.190057159657","62.1432543645231","62.1092513074899","62.0369125302528","61.9817309513628","61.8743294946841","61.8366948112398","61.739369640367","61.529176450209","61.2952203208178","61.0531527391812","60.9339607676809","59.5601728139837","58.3611231253669","57.935669528222","57.8520852258075","57.1808597843045","56.8026800003764","56.7261708880827","56.6693618074981","55.1660830178491","55.3790463888797",
"Angola","AGO","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74.1309967041016","74.1399993896484","74.1230010986328","74.1679992675781","74.1869964599609","74.2040023803711","74.2030029296875","74.197998046875","74.1869964599609","74.177001953125","74.1940002441406","74.2160034179688","74.2030029296875","74.2180023193359","74.2300033569336","74.2610015869141","74.2979965209961","74.3249969482422","74.338996887207","69.9739990234375","71.6289978027344","71.6490020751953","71.6360015869141","71.6259994506836","71.5979995727539","71.5719985961914","71.5559997558594","71.5189971923828","71.4830017089844","69.802001953125","69.9369964599609",
"Albania","ALB","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.3250007629395","45.9780006408691","48.3969993591309","50.6209983825684","53.6069984436035","53.3580017089844","52.3009986877441","49.6879997253418","48.3870010375977","49.0449981689453","48.8009986877441","48.943000793457","48.6080017089844","48.1180000305176","47.4160003662109","46.701000213623","45.6059989929199","46.2430000305176","47.4729995727539","47.4220008850098","51.8600006103516","49.3650016784668","44.101001739502","43.7779998779297","45.9599990844727","48.4729995727539","50.1520004272461","52.0060005187988","53.3919982910156","50.0890007019043","51.609001159668",
"Andorra","AND","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Arab World","ARB","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.2264570075595","41.9466057702415","41.8087858240038","41.9425219688596","41.6655287609394","41.9391586403066","41.9646847435948","41.7262568619457","41.9597436576357","41.4181908266348","40.9958190628314","40.3981825282835","40.6016256443464","41.2659299006289","41.5569358109653","42.1954255059021","42.5939867874409","42.7108932099479","42.8969677804242","43.3485851385796","42.711442075782","42.7745994799584","42.8875137659003","42.6037311645888","42.3889367268302","42.4800975103011","41.9005070802021","41.7566331602184","41.9923421803129","40.3160816695412","40.3954386991332",
"United Arab Emirates","ARE","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73.1790008544922","73.4160003662109","73.7360000610352","73.7760009765625","73.7779998779297","73.943000793457","74.120002746582","74.2369995117188","74.411003112793","74.6179962158203","74.6630020141602","74.7720031738281","74.9189987182617","75.0240020751953","75.0820007324219","75.5080032348633","75.8410034179688","76.2249984741211","76.5469970703125","76.9779968261719","77.3919982910156","77.754997253418","78.1350021362305","78.5070037841797","78.8850021362305","79.2490005493164","78.7829971313477","77.3369979858398","77.4150009155273","73.2730026245117","73.8610000610352",
"Argentina","ARG","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56.6959991455078","56.8349990844727","55.2569999694824","54.689998626709","49.9370002746582","51.3810005187988","53.4560012817383","55.0849990844727","53.7490005493164","52.9679985046387","50.984001159668","48.3969993591309","51.6769981384277","53.5660018920898","54.4300003051758","55.5709991455078","55.9410018920898","55.6920013427734","55.5229988098145","55.548999786377","56.2949981689453","56.0019989013672","55.7029991149902","55.1189994812012","54.7760009765625","54.2330017089844","53.898998260498","54.1049995422363","54.3569984436035","49.5999984741211","53.814998626709",
"Armenia","ARM","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52.4850006103516","52.3790016174316","50.5120010375977","49.818000793457","49.7649993896484","48.3779983520508","47.5779991149902","48.3250007629395","47.3650016784668","47.4459991455078","47.5180015563965","47.5909996032715","47.6879997253418","47.8209991455078","47.8969993591309","48.0060005187988","48.1059989929199","45.3950004577637","43.7980003356934","45.5810012817383","47.0190010070801","47.9080009460449","48.7919998168945","47.4620018005371","46.4770011901855","45.9099998474121","45.6189994812012","43.0839996337891","44.1949996948242","40.3919982910156","41.0660018920898",
"American Samoa","ASM","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Antigua and Barbuda","ATG","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Australia","AUS","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.0909996032715","56.1150016784668","55.6619987487793","56.8129997253418","58.1580009460449","58.1139984130859","57.8429985046387","58.1619987487793","58.4480018615723","59.1749992370605","59.0340003967285","59.3240013122559","59.8190002441406","60.0400009155273","61.1609992980957","61.6640014648438","62.3250007629395","62.7099990844727","61.7919998168945","61.9830017089844","62.0970001220703","61.7490005493164","61.2639999389648","60.765998840332","61.0670013427734","61.1660003662109","61.5270004272461","62.1520004272461","62.5470008850098","60.8289985656738","62.3870010375977",
"Austria","AUT","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.9300003051758","54.548999786377","54.2809982299805","56.9690017700195","56.8450012207031","55.7239990234375","55.4300003051758","55.601001739502","56.2169990539551","55.9570007324219","55.9049987792969","56.0999984741211","56.3230018615723","53.9220008850098","55.2630004882813","55.984001159668","57.0270004272461","57.685001373291","57.2459983825684","57.4889984130859","57.7319984436035","57.8009986877441","57.6730003356934","57.2789993286133","57.2470016479492","57.5309982299805","57.8530006408691","58.3940010070801","58.6049995422363","57.5130004882813","56.9570007324219",
"Azerbaijan","AZE","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72.1439971923828","73.1669998168945","73.1009979248047","73.5039978027344","73.8980026245117","73.1589965820313","71.9909973144531","70.6139984130859","69.4390029907227","68.0530014038086","66.9509963989258","65.8870010375977","64.879997253418","64.0299987792969","63.4339981079102","62.5460014343262","62.7779998779297","62.423999786377","61.3160018920898","61.1609992980957","60.9189987182617","60.9339981079102","61.3320007324219","61.8559989929199","62.2700004577637","62.9469985961914","63.2610015869141","63.564998626709","63.2750015258789","58.7280006408691","59.5849990844727",
"Burundi","BDI","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88.4390029907227","87.8820037841797","87.2890014648438","86.6989974975586","86.0630035400391","85.411003112793","84.7509994506836","84.0599975585938","83.693000793457","83.3369979858398","82.9820022583008","82.6179962158203","82.2239990234375","81.8570022583008","81.4540023803711","81.068000793457","80.6559982299805","80.2460021972656","79.8379974365234","79.4290008544922","79.004997253418","78.5790023803711","78.1449966430664","77.7009963989258","77.6880035400391","77.7009963989258","77.7020034790039","77.6959991455078","77.6800003051758","76.8489990234375","76.8000030517578",
"Belgium","BEL","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.826000213623","46.3050003051758","45.7120018005371","45.4729995727539","45.8199996948242","45.6310005187988","45.9930000305176","46.1110000610352","47.4199981689453","48.8440017700195","47.7449989318848","47.6529998779297","47.4059982299805","48.201000213623","48.8009986877441","48.7280006408691","49.5919990539551","49.9329986572266","49.2410011291504","49.5880012512207","49.4020004272461","49.2350006103516","49.0449981689453","48.951000213623","48.7890014648438","48.951000213623","50.0229988098145","50.9659996032715","51.4749984741211","50.8419990539551","50.7729988098145",
"Benin","BEN","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71.0999984741211","71.0699996948242","71.0999984741211","71.0999984741211","71.1340026855469","71.1449966430664","71.1669998168945","71.1790008544922","71.2009963989258","71.2210006713867","71.2379989624023","71.254997253418","71.2369995117188","71.2239990234375","71.2009963989258","71.1910018920898","71.1800003051758","71.1600036621094","71.1360015869141","71.1179962158203","69.9749984741211","70.0709991455078","70.1630020141602","70.2300033569336","70.2730026245117","70.3610000610352","70.4459991455078","70.5189971923828","70.4619979858398","69.7119979858398","69.8300018310547",
"Burkina Faso","BFA","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","81.7689971923828","81.1399993896484","80.5479965209961","79.9140014648438","79.3030014038086","78.6760025024414","77.9850006103516","77.2979965209961","76.515998840332","75.6910018920898","74.8919982910156","74.0449981689453","73.2050018310547","71.911003112793","70.6480026245117","70.052001953125","69.5029983520508","68.5999984741211","67.6620025634766","66.7539978027344","65.7959976196289","64.8349990844727","63.8610000610352","62.8720016479492","62.75","62.6430015563965","62.5209999084473","62.3969993591309","62.3460006713867","61.6230010986328","61.7849998474121",
