"Data Source","World Development Indicators",

"Last Updated Date","2022-07-20",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Djibouti","DJI","Start-up procedures to register a business (number)","IC.REG.PROC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11","11","11","11","11","11","11","11","9","7","7","7","7","6","6","","",
"Dominica","DMA","Start-up procedures to register a business (number)","IC.REG.PROC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","","",
"Denmark","DNK","Start-up procedures to register a business (number)","IC.REG.PROC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","6","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","","",
"Dominican Republic","DOM","Start-up procedures to register a business (number)","IC.REG.PROC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9","9","9","9","9","8","8","8","7","7","7","7","7","7","7","7","7","","",
"Algeria","DZA","Start-up procedures to register a business (number)","IC.REG.PROC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14","13","13","13","13","13","13","13","13","13","13","13","12","12","12","12","12","","",
"East Asia & Pacific (excluding high income)","EAP","Start-up procedures to register a business (number)","IC.REG.PROC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.58823529411765","8.44444444444444","8.5","8.61111111111111","8.61111111111111","8.66666666666667","8.44444444444444","8.27777777777778","7.88888888888889","8.26315789473684","8.66666666666667","8.52380952380952","8.33333333333333","8.19047619047619","8.19047619047619","7.76190476190476","7.33333333333333","","",
"Early-demographic dividend","EAR","Start-up procedures to register a business (number)","IC.REG.PROC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.8181818181818","10.5777777777778","10.5660377358491","10.5094339622642","10","9.64814814814815","9.38888888888889","9.31481481481481","9.18518518518519","9.33928571428571","9.29508196721311","9.32786885245902","9.13114754098361","8.9344262295082","8.73770491803279","8.34426229508197","7.95081967213115","","",
"East Asia & Pacific","EAS","Start-up procedures to register a business (number)","IC.REG.PROC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.8695652173913","7.79166666666667","7.79166666666667","8.4","8.36","8.32","7.88","7.64","7.16","7.38461538461539","7.75862068965517","7.6551724137931","7.10344827586207","6.96551724137931","6.89655172413793","6.48275862068965","6.17241379310345","","",
"Europe & Central Asia (excluding high income)","ECA","Start-up procedures to register a business (number)","IC.REG.PROC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.4666666666667","12","11.9375","11.4705882352941","10.7058823529412","9.35294117647059","8.22222222222222","7.72222222222222","7.16666666666667","6.72222222222222","6.15789473684211","6.05263157894737","5.63157894736842","5.47368421052632","5.31578947368421","4.94736842105263","4.94736842105263","","",
"Europe & Central Asia","ECS","Start-up procedures to register a business (number)","IC.REG.PROC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.60975609756098","9.14285714285714","9.16279069767442","8.77777777777778","8.42222222222222","7.58695652173913","7.04255319148936","6.80851063829787","6.48936170212766","6.41666666666667","5.97959183673469","5.77551020408163","5.51020408163265","5.40816326530612","5.3265306122449","5.34","5.26","","",
"Ecuador","ECU","Start-up procedures to register a business (number)","IC.REG.PROC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14","14","14","14","14","14","13","13","13","13","13","13","12","11","11","11","11","","",
"Egypt, Arab Rep.","EGY","Start-up procedures to register a business (number)","IC.REG.PROC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14","14","11","11","10","9","9","9","9","9","9","9","9","9","9","6","5","","",
"Euro area","EMU","Start-up procedures to register a business (number)","IC.REG.PROC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.4375","8","8","7.52941176470588","7.35294117647059","6.72222222222222","6.55555555555556","6.44444444444444","6.36842105263158","6.42105263157895","6","5.68421052631579","5.52631578947368","5.36842105263158","5.26315789473684","5.31578947368421","5.05263157894737","","",
"Eritrea","ERI","Start-up procedures to register a business (number)","IC.REG.PROC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13","13","13","13","13","13","13","13","13","13","13","13","13","13","13","13","","",
"Spain","ESP","Start-up procedures to register a business (number)","IC.REG.PROC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10","10","10","10","10","10","10","10","10","11","11","7","7","7","7","7","7","","",
"Estonia","EST","Start-up procedures to register a business (number)","IC.REG.PROC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","6","6","6","5","5","5","5","5","5","5","4","3","3","3","3","3","","",
"Ethiopia","ETH","Start-up procedures to register a business (number)","IC.REG.PROC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12","11","11","11","11","11","11","11","13","14","14","14","14","14","12","11","11","","",
"European Union","EUU","Start-up procedures to register a business (number)","IC.REG.PROC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.45833333333333","8.125","8.08333333333333","7.6","7.48","6.73076923076923","6.46153846153846","6.38461538461539","6.33333333333333","6.40740740740741","6","5.77777777777778","5.66666666666667","5.55555555555556","5.48148148148148","5.59259259259259","5.37037037037037","","",
